0.346361071,-9.510871887,-2.563909769,0.056963183,0.251981914,-0.11911872,1
0.319441825,-9.582655907,-2.374278307,0.023671027,0.050701812,-0.067958757,1
0.339780778,-9.493523598,-2.505883455,-0.046273042,-0.075136423,-0.061850104,1
0.379262388,-9.490532875,-2.423929214,-0.023060163,-0.011453723,0.007483099,1
0.333200574,-9.518050194,-2.163111925,-0.013897184,-0.014966198,-0.002290745,1
1.024128079,-9.552148819,-2.211566448,-0.019242255,0.051159963,-0.116675265,1
0.263808727,-9.471988678,-2.121237278,-0.046273042,-0.099112883,-0.030848693,1
0.9314062,-9.473185539,-2.292922258,-0.021532999,-0.232281506,0.04642576,1
0.541376173,-9.515657425,-1.945364833,-0.032528572,-0.155465201,0.016493361,1
0.269192576,-9.547362328,-2.328814745,0.028405234,0.138208255,0.03711006,1
0.25603202,-9.606584549,-2.026720762,-0.105221532,-0.124769226,0.021838432,1
0.000598206,-9.551549911,-2.132005215,-0.009162978,-0.052381694,-0.004428773,1
0.36311084,-9.541978836,-2.236691236,-0.049174652,-0.037262779,-0.013744468,1
0.218345061,-9.543773651,-2.14456749,-0.059712078,-0.063988134,-0.020769419,1
0.135792673,-9.552745819,-2.351546288,-0.070096783,-0.02321288,0.017256944,1
0.156729892,-9.485747337,-2.268994093,-0.044898596,-0.018784106,-0.034513887,1
0.230309188,-9.646066666,-2.346760988,-0.024434609,-0.013897184,-0.012828169,1
0.353539526,-9.46361351,-2.332403898,-0.022602014,-0.006719518,-0.006566801,1
0.209371984,-9.515059471,-2.316850662,-0.008246681,-0.031459559,0.033597589,1
0.090329058,-9.563514709,-2.329412937,-0.050701812,-0.005192355,-0.007635816,1
0.249451771,-9.548558235,-2.382652998,-0.016951509,0.002443461,0.000763582,1
0.117248312,-9.482158661,-2.514856577,-0.03634648,-0.015424347,0.023518311,1
0.090927258,-9.545567513,-2.289931059,-0.029321531,-0.020769419,0.02397646,1
0.199202478,-9.462416649,-2.216950178,-0.051159963,-0.037873644,-0.013439035,1
0.205184534,-9.464810371,-2.510071039,-0.05879578,-0.018784106,-0.04566218,1
0.364307284,-9.429515839,-2.598007441,-0.038789943,-0.043218717,0.024892757,1
0.138783723,-9.457632065,-2.458625317,-0.03268129,0.009773844,-0.007635816,1
0.594018221,-9.506684303,-2.595016241,-0.043524146,-0.076816298,0.000610865,1
-0.294317186,-9.52104187,-2.464009047,-0.048869219,0.036499199,0.134237647,1
0.142372951,-9.318847656,-3.05862546,0.041996986,0.054061573,-0.164170027,1
0.018544376,-9.547961235,-2.188834429,0.051007248,-0.117286123,0.006414085,1
-0.445663214,-9.461220741,-2.31625247,0.068111472,-0.043676864,-0.001374447,1
-0.104685992,-9.51027298,-2.206182718,-0.038789943,-0.024281893,0.002596177,1
-0.159122705,-9.4809618,-2.16131711,-0.032223139,-0.053908855,0.009468411,1
-0.062213387,-9.501898766,-2.258226633,-0.045509461,-0.016035212,-0.007788532,1
-0.135792673,-9.502496719,-2.330609322,-0.028863382,0.002443461,-0.00290161,1
0.223130703,-9.551549911,-1.97527504,-0.033139437,-0.031612277,-0.038637225,1
0.03529413,-9.535398483,-2.123032093,-0.054061573,-0.008704829,-0.037568212,1
0.127417803,-9.606584549,-2.300100803,-0.019394971,0.041996986,0.002443461,1
-0.070588261,-9.541380882,-2.120638847,-0.042760566,0.059864793,-0.003512475,1
-0.229710966,-9.492925644,-2.184647322,-0.029321531,-0.00580322,0.00580322,1
0.001196411,-9.554540634,-2.188834429,-0.031306844,-0.061239239,-0.032834008,1
-0.373878539,-9.507283211,-2.182852507,-0.028863382,-0.019853121,0.035430182,1
-0.190827608,-9.544370651,-2.291127682,-0.023671027,-0.019394971,-0.001985312,1
-0.233300224,-9.515657425,-2.287538528,-0.009010263,-0.003817908,0.04428773,1
-0.094516501,-9.504889488,-2.34137702,-0.034208454,0.006872234,-0.048716504,1
-0.105882399,-9.466604233,-2.310270309,-0.017104227,-0.037415497,-0.005192355,1
-0.15194425,-9.440282822,-2.030309916,-0.022296581,-0.118202426,0.021532999,1
-0.234496623,-9.536594391,-2.324028969,-0.0355829,-0.058337633,0.017562376,1
0.13938193,-9.501898766,-2.147558451,-0.00992656,-0.016035212,0.01160644,1
-0.117846519,-9.878768921,-2.137388945,-0.037568212,0.006872234,0.005650504,1
-0.08793623,-9.659825325,-2.181656122,-0.014660765,-0.024281893,0.025809055,1
-0.019740788,-9.5754776,-2.419143915,-0.023823744,-0.007788532,-0.004734206,1
0.151346043,-9.516256332,-2.254039049,-0.023365594,0.007788532,0.001679879,1
-0.162113741,-9.531808853,-2.261815786,-0.030848693,-0.009162978,-0.001374447,1
-0.119641125,-9.543773651,-2.26241374,-0.031764992,-0.008246681,0.001679879,1
-0.069391862,-9.519845009,-2.330609322,-0.035124753,-0.007177667,-0.012828169,1
-0.71784687,-9.502496719,-2.484946251,0.0355829,0.012217305,-0.040927973,1
-0.098703943,-9.521639824,-2.252244473,-0.032375857,-0.022296581,0.013439035,1
-0.342771828,-9.548558235,-2.243271351,-0.05513059,-0.151800007,0.025656339,1
-0.38823548,-9.535996437,-2.27078867,-0.031459559,-0.013591751,-0.018784106,1
0.026919257,-9.527621269,-2.539981365,-0.061850104,-0.016493361,-0.02764165,1
-0.150747821,-9.360722542,-2.288734913,0.021838432,-0.00580322,-0.096669428,1
0.096311115,-9.555139542,-2.276172638,-0.025198191,-0.006719518,-0.058643062,1
-0.158524498,-9.518648148,-2.263610363,-0.025809055,-0.064751714,0.028557949,1
-0.245862529,-9.562915802,-2.209771633,-0.029016098,-0.021838432,0.022602014,1
-0.223130703,-9.619746208,-2.182254076,-0.051007248,-0.029626964,-0.024281893,1
-0.124426775,-9.523433685,-2.19182539,-0.016646078,0.003359759,0.033292156,1
-0.191425815,-9.524032593,-1.99501586,-0.058032196,-0.052534409,-0.057421334,1
0.00837488,-9.577871323,-2.044667006,-0.017562376,-0.009315695,0.013591751,1
-0.086141616,-9.591629982,-2.108675003,-0.02107485,0.032528572,-0.008093964,1
